,words,words_label,intent_label
241, شنبه قبل  پیش بینی وضع هوا  چگونه بود ,B-Date I-Date O O O O O O ,Get_Weather
242, یک عدد  چلوکباب سلطانی از  نزدیک ترین رستوران  چقدر میشه ,B-Number I-Number B-Food I-Food O B-Restaurant I-Restaurant I-Restaurant O O ,Order_Food
243,لطفا برای ناهار  چهار تا  سالاد سزار سفارش بده ,O O O B-Number I-Number B-Food I-Food O O ,Order_Food
244,من  سه تا  همبرگر از  اژدر زاپاتا میخوام ,O B-Number I-Number B-Food O B-Restaurant I-Restaurant O ,Order_Food
245, واسه من  یه  آژانس بگیر تا  دانشگاه علم و صنعت ,O O O O O O B-Destination I-Destination I-Destination I-Destination ,Catch_a_Cab
246,هزینه  ماشین از  میدان وکیل تا  کافه سکوی نه و سه چهارم  چند تومن میشه ,O O O B-Departure I-Departure O B-Destination I-Destination I-Destination I-Destination I-Destination I-Destination O O O ,Catch_a_Cab
247, درجه هوا  یکشنبه پیش در  کرج  چند درجه فارنهایت بود ,O O B-Date I-Date O B-Location O O O O ,Get_Weather
248,میشه برام یه  چیز از  فرزاد فرزین پخش کنی ,O O O O O B-Artist I-Artist O O ,Play_Music
249, پیش بینی وضع هوا  طوفانی است ,O O O O O O ,Get_Weather
250, یه  آژانس میخوام که برم  میدان وکیل ,O O O O O B-Destination I-Destination ,Catch_a_Cab
251, قیمت  دو تا  پیتزای مخصوص از  نزدیک ترین رستوران  چند هزار تومان می شود ,O B-Number I-Number B-Food I-Food O B-Restaurant I-Restaurant I-Restaurant O O O O O ,Order_Food
252, پیش بینی آب و هوا  آتن  آفتابی است ,O O O O O B-Location O O ,Get_Weather
253,میشه از  اژدر زاپاتا برای  شام  چهار تا  چیزبرگر سفارش بدی ,O O B-Restaurant I-Restaurant O O B-Number I-Number B-Food O O ,Order_Food
254,میتونی برای  میان وعده  یک عدد  کباب کوبیده سفارش بدی ,O O O O B-Number I-Number B-Food I-Food O O ,Order_Food
255,برای من یک  تپسی بگیر تا  خونه ,O O O O O O B-Destination ,Catch_a_Cab
256,آب و هوا  استانبول  جمعه بعد  چه جوری است ,O O O B-Location B-Date I-Date O O O ,Get_Weather
257, واسه من  یک عدد  آژانس بگیر تا  دانشگاه علم و صنعت ,O O O O O O O B-Destination I-Destination I-Destination I-Destination ,Catch_a_Cab
258, پیش بینی وضع هوا  قاهره  دوشنبه گذشته چطور بود ,O O O O B-Location B-Date I-Date O O ,Get_Weather
259, شنبه بعد باران می بارد ,B-Date I-Date O O O ,Get_Weather
260,میشه  یک  چیز از  شکیرا  بذاری ,O O O O B-Artist O ,Play_Music
261, یک عدد  سالاد سزار از  اکبرجوجه  چقدر میشه ,B-Number I-Number B-Food I-Food O B-Restaurant O O ,Order_Food
262,لطفا  یک عدد  ماشین بگیر من رو ببره  ایل گلی ,O O O O O O O O B-Destination I-Destination ,Catch_a_Cab
263,لطفا برای  شام از  نزدیک ترین رستوران  یه دونه  پیتزای یونانی سفارش بده ,O O O O B-Restaurant I-Restaurant I-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
264,من  دو تا  پیتزای سبزیجات از  اژدر زاپاتا میخوام ,O B-Number I-Number B-Food I-Food O B-Restaurant I-Restaurant O ,Order_Food
265,میتونی برام  یه دونه تاکسی بگیری تا  خونه ,O O O O O O O B-Destination ,Catch_a_Cab
266,لطفا از  اکبرجوجه برای  شام  سه تا  پیتزای مخصوص سفارش بده ,O O B-Restaurant O O B-Number I-Number B-Food I-Food O O ,Order_Food
267,لطفا  یک  موسیقی از  هایده پخش کن ,O O O O B-Artist O O ,Play_Music
268, جمعه بعد  آفتابی است ,B-Date I-Date O O ,Get_Weather
269,آهنگی از  شادترین آلبوم  معین پخش کن ,O O O O B-Artist O O ,Play_Music
270, یک  ترانه از  محسن چاووشی پخش کن ,O O O B-Artist I-Artist O O ,Play_Music
271,تا  مدرسه میخوام  ماشین بگیرم ,O B-Destination O O O ,Catch_a_Cab
272, یکشنبه پیش  بغداد  پیش بینی هوا شناسی  چگونه بود ,B-Date I-Date B-Location O O O O O O ,Get_Weather
273,یک  تپسی کرایه کن از  دانشگاه تهران تا  میدان کرج ,O O O O O B-Departure I-Departure O B-Destination I-Destination ,Catch_a_Cab
274, هوا  بارونیه ,O O ,Get_Weather
275, پسفردا  تگرگ می بارد ,B-Date O O O ,Get_Weather
276, یه دونه  چیزبرگر سفارش بده ,B-Number I-Number B-Food O O ,Order_Food
277,از  رستوران سیب  دو تا  پیتزای پپرونی سفارش بده ,O B-Restaurant I-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
278,لطفا آهنگی از  فرزاد فرزین پخش کن ,O O O B-Artist I-Artist O O ,Play_Music
279, جدیدترین آهنگ  شکیرا  رو پخش کن ,O O B-Artist O O O ,Play_Music
280,لطفا برای  میان وعده از  ساندویچ آیدا یه  ماکارونی سفارش بده ,O O O O O B-Restaurant I-Restaurant B-Number B-Food O O ,Order_Food
281,میشه  یه دونه  چیز از  معین بذاری ,O O O O O B-Artist O ,Play_Music
282,میتونی برای  شام  چهار تا  همبرگر سفارش بدی ,O O O B-Number I-Number B-Food O O ,Order_Food
283, ترانه ای از  پرفروش ترین آلبوم  کامران و هومن پخش کن ,O O O O O O B-Artist I-Artist I-Artist O O ,Play_Music
284,من  یک آهنگ  آرام از  فریدون فرخزاد میخوام گوش بدم ,O O O O O B-Artist I-Artist O O O ,Play_Music
285,میخوام برای  شام  یه دونه  کباب برگ از  سیب 360 سفارش بدم ,O O O B-Number I-Number B-Food I-Food O B-Restaurant I-Restaurant O O ,Order_Food
286, دمای هوا دیروز در  توکیو  چند درجه سلیسیوس بود ,O O B-Date O B-Location O O O O ,Get_Weather
287, کرایه اش  تپسی از  پل خواجو تا  ایل گلی  چند ریال است ,O O O O B-Departure I-Departure O B-Destination I-Destination O O O ,Catch_a_Cab
288,من یه  فلافل از  رستوران سیب میخوام ,O B-Number B-Food O B-Restaurant I-Restaurant O ,Order_Food
289, جدیدترین  چیز هفته را پخش کن ,O O O O O O ,Play_Music
290, یه  آژانس میخوام تا من رو ببره  خوابگاه ,O O O O O O O B-Destination ,Catch_a_Cab
291, یک عدد  چیزبرگر از  نزدیک ترین رستوران  چقدر است ,B-Number I-Number B-Food O B-Restaurant I-Restaurant I-Restaurant O O ,Order_Food
292,از  مدرسه تا  فلکه گاز  قیمت   چند تومان است ,O B-Departure O B-Destination I-Destination O O O O ,Catch_a_Cab
293, یه دونه  اسنپ کرایه کن از  شاهچراغ تا  پل حافظ ,O O O O O O B-Departure O B-Destination I-Destination ,Catch_a_Cab
294,از  بلوار نبوت تا  مدرسه  کرایه  چند تومنه ,O B-Departure I-Departure O B-Destination O O O ,Catch_a_Cab
295,من  یه دونه  چیز  پرفروش میخوام ,O O O O O O ,Play_Music
296, همین الان در  پکن آب و هوا  چه طوریه ,B-Date I-Date O B-Location O O O O O ,Get_Weather
297, سه شنبه بعد آب و هوا چطوره ,B-Date I-Date I-Date O O O O ,Get_Weather
298,لطفا یه  ترانه از  اد شرن پخش کن ,O O O O B-Artist I-Artist O O ,Play_Music
299,یک  اسنپ خبر کن من رو ببره  سهروردی ,O O O O O O O B-Destination ,Catch_a_Cab
300,لطفا برای ناهار از  سیب 360  چهار تا  همبرگر سفارش بده ,O O O O B-Restaurant I-Restaurant B-Number I-Number B-Food O O ,Order_Food
301,یه  چیز  جدید پخش کن ,O O O O O ,Play_Music
302,یک  تپسی میخوام تا من رو ببره  اداره ,O O O O O O O B-Destination ,Catch_a_Cab
303,میتونی برام یک تاکسی بگیری تا  کافه سکوی نه و سه چهارم ,O O O O O O B-Destination I-Destination I-Destination I-Destination I-Destination I-Destination ,Catch_a_Cab
304,لطفا یک  اسنپ بگیر من رو ببره  مدرسه ,O O O O O O O B-Destination ,Catch_a_Cab
305, همین الان باران می بارد ,B-Date I-Date O O O ,Get_Weather
306, دوشنبه بعد  درجه دما در  استانبول  چقدره ,B-Date I-Date O O O B-Location O ,Get_Weather
307,لطفا  یه عدد  ماشین بگیر من رو ببره  فرودگاه امام ,O O O O O O O O B-Destination I-Destination ,Catch_a_Cab
308,یه  چلوکباب سفارش بده ,B-Number B-Food O O ,Order_Food
309, محبوب ترین  موسیقی  گروه کویین رو بذار ,O O O B-Artist I-Artist O O ,Play_Music
310,من  یک  چیز  غمگین از  یاس میخوام گوش بدم ,O O O O O B-Artist O O O ,Play_Music
311,آب و هوا چطور است ,O O O O O ,Get_Weather
312, هزینه اش  تپسی از  پل حافظ تا  رستوران روسی  چند تومن میشه ,O O O O B-Departure I-Departure O B-Destination I-Destination O O O ,Catch_a_Cab
313,هزینه  تپسی از  دانشگاه تهران تا  دانشگاه خواجه نصیر الدین طوسی  چنده ,O O O B-Departure I-Departure O B-Destination I-Destination I-Destination I-Destination I-Destination O ,Catch_a_Cab
314,برای  میان وعده از  نزدیک ترین رستوران  یه دونه  پیتزای سبزیجات سفارش بده ,O O O O B-Restaurant I-Restaurant I-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
315, همین الان برفیه ,B-Date I-Date O ,Get_Weather
316,لطفا یه آهنگ از  احسان خواجه امیری پخش کن ,O O O O B-Artist I-Artist I-Artist O O ,Play_Music
317, یک عدد  ماکارونی از  اکبرجوجه  چند تومان میشه ,B-Number I-Number B-Food O B-Restaurant O O O ,Order_Food
318, یک عدد  ماشین میخوام تا من رو ببره  میدان نقش جهان ,O O O O O O O O B-Destination I-Destination I-Destination ,Catch_a_Cab
319, یک عدد  آژانس خبر کن من رو ببره  باشگاه ,O O O O O O O O B-Destination ,Catch_a_Cab
320,لطفا از  اژدر زاپاتا برای  میان وعده  چهار تا  سالاد سزار سفارش بده ,O O B-Restaurant I-Restaurant O O O B-Number I-Number B-Food I-Food O O ,Order_Food
321,من میخواهم به یه آهنگ از  گروه بیتلز گوش کنم ,O O O O O O B-Artist I-Artist O O ,Play_Music
322,هزینه  سه تا  چیزبرگر از  ساندویچ آیدا  چنده ,O B-Number I-Number B-Food O B-Restaurant I-Restaurant O ,Order_Food
323,میتونی بگی  پیش بینی وضع هوا  پاریس  همین حالا چطوره ,O O O O O O B-Location B-Date I-Date O ,Get_Weather
324,من برای  میان وعده میخوام  یک عدد  پیتزای پپرونی بخورم از  نزدیک ترین کافه ,O O O O O B-Number I-Number B-Food I-Food O O B-Restaurant I-Restaurant I-Restaurant ,Order_Food
325, غمگین ترین  موسیقی  گروه بیتلز رو پخش کن ,O O O B-Artist I-Artist O O O ,Play_Music
326,تا  سهروردی میخوام تاکسی بگیرم ,O B-Destination O O O ,Catch_a_Cab
327,تا  هتل اسپسناس میخوام تاکسی بگیرم ,O B-Destination I-Destination O O O ,Catch_a_Cab
328, یه دونه  تپسی میخوام که برم  خونه ,O O O O O O B-Destination ,Catch_a_Cab
329,من  سه تا  پیتزای مخلوط از  نزدیک ترین کافه میخوام ,O B-Number I-Number B-Food I-Food O B-Restaurant I-Restaurant I-Restaurant O ,Order_Food
330,دیروز  بغداد  پیش بینی هوا شناسی  چه طوری بود ,B-Date B-Location O O O O O O O ,Get_Weather
331, یه دونه  همبرگر از  سیب 360  چقدر است ,B-Number I-Number B-Food O B-Restaurant I-Restaurant O O ,Order_Food
332,من برای ناهار میخوام  یک عدد  همبرگر بخورم از  نزدیک ترین کافه ,O O O O B-Number I-Number B-Food O O B-Restaurant I-Restaurant I-Restaurant ,Order_Food
333,میشه از  اکبرجوجه برای  شام  دو تا  پیتزای سبزیجات سفارش بدی ,O O B-Restaurant O O B-Number I-Number B-Food I-Food O O ,Order_Food
334,من یه  فلافل از  رستوران ایتالیایی میخوام ,O B-Number B-Food O B-Restaurant I-Restaurant O ,Order_Food
335,لطفا برای  میان وعده  یک عدد  پاستای آلفردو سفارش بده ,O O O O B-Number I-Number B-Food I-Food O O ,Order_Food
336,میخوام برای ناهار  سه تا  کباب کوبیده از  رستوران بیست سفارش بدم ,O O O B-Number I-Number B-Food I-Food O B-Restaurant I-Restaurant O O ,Order_Food
337, درجه هوا در  ملبورن  چند درجه فارنهایت است ,O O O B-Location O O O O ,Get_Weather
338, یه عدد  آژانس کرایه کن از  دانشگاه خواجه نصیر الدین طوسی تا  بلوار نبوت ,O O O O O O B-Departure I-Departure I-Departure I-Departure I-Departure O B-Destination I-Destination ,Catch_a_Cab
339,یک تاکسی میخوام تا من رو ببره  میدان کرج ,O O O O O O O B-Destination I-Destination ,Catch_a_Cab
340,یه آلبوم  چیز  قدیمی پخش کن ,O O O O O O ,Play_Music
341, محبوب ترین  موسیقی  سال 1399 را پخش کن ,O O O O O O O O ,Play_Music
342, یه دونه  موسیقی  زیبا از  ابی پخش کن ,O O O O O B-Artist O O ,Play_Music
343, اسنپ از  حرم امام رضا تا  فرودگاه مهرآباد  چند است ,O O B-Departure I-Departure I-Departure O B-Destination I-Destination O O ,Catch_a_Cab
344,یه آلبوم  ترانه  پرانرژی پخش کن ,O O O O O O ,Play_Music
345, یک عدد  اسنپ میخوام تا من رو ببره  مترو ولیعصر ,O O O O O O O O B-Destination I-Destination ,Catch_a_Cab
346,میشه از  رستوران سیب برای  شام  چهار تا  ماکارونی سفارش بدی ,O O B-Restaurant I-Restaurant O O B-Number I-Number B-Food O O ,Order_Food
347, فردا در  آتن آب و هوا  چه جوری است ,B-Date O B-Location O O O O O O ,Get_Weather
348, شنبه قبل  اهواز  پیش بینی هوا شناسی  چه جوری بود ,B-Date I-Date B-Location O O O O O O O ,Get_Weather
349, همین الان  هوا چطور است ,B-Date I-Date O O O ,Get_Weather
350, یک  موسیقی از  فرزاد فرزین پخش کن ,O O O B-Artist I-Artist O O ,Play_Music
351, محبوب ترین  چیز  دهه را پخش کن ,O O O O O O O ,Play_Music
352,برای ناهار از  ساندویچ آیدا  یک عدد  پاستای آلفردو سفارش بده ,O O O B-Restaurant I-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
353,میتونی برای  شام  دو تا  سالاد یونانی سفارش بدی ,O O O B-Number I-Number B-Food I-Food O O ,Order_Food
354, کرایه  ماشین از  پل خواجو تا  تجریش  چند است ,O O O B-Departure I-Departure O B-Destination O O ,Catch_a_Cab
355, همین الان  برلین  پیش بینی آب و هوا چطور است ,B-Date I-Date B-Location O O O O O O O ,Get_Weather
356, چهار تا  هات داگ سفارش بده ,B-Number I-Number B-Food I-Food O O ,Order_Food
357, پسفردا  پیش بینی هوا شناسی  چه جوریه ,B-Date O O O O O O ,Get_Weather
358, سه تا  کباب کوبیده سفارش بده ,B-Number I-Number B-Food I-Food O O ,Order_Food
359,لطفا یه  چیز از  سیاوش قمیشی بذار ,O O O O B-Artist I-Artist O ,Play_Music
360, پیش بینی هوا شناسی  دمشق  شنبه قبل چطور بود ,O O O O B-Location B-Date I-Date O O ,Get_Weather
361, واسه من  یه دونه  اسنپ بگیر تا  دانشگاه شریف ,O O O O O O O B-Destination I-Destination ,Catch_a_Cab
362, درجه دما دیروز در  اصفهان  چند درجه سلیسیوس بود ,O O B-Date O B-Location O O O O ,Get_Weather
363,یه آلبوم آهنگ  پرطرفدار پخش کن ,O O O O O O ,Play_Music
364, یه  اسنپ میخوام تا من رو ببره  باشگاه ,O O O O O O O B-Destination ,Catch_a_Cab
365,تا  باشگاه میخوام  اسنپ بگیرم ,O B-Destination O O O ,Catch_a_Cab
366,یه  ساندویچ سرد از  اکبرجوجه  چنده ,B-Number B-Food I-Food O B-Restaurant O ,Order_Food
367, یه دونه  چلوکباب از  نزدیک ترین رستوران  چنده ,B-Number I-Number B-Food O B-Restaurant I-Restaurant I-Restaurant O ,Order_Food
368,لطفا برای  شام از  نزدیک ترین غذافروشی  دو تا  جوجه کباب سفارش بده ,O O O O B-Restaurant I-Restaurant I-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
369, یکشنبه آینده  دمای هوا در  رم  چقدر است ,B-Date I-Date O O O B-Location O O ,Get_Weather
370, درجه دما در  آتن  چقدره ,O O O B-Location O ,Get_Weather
371, یک عدد  آژانس کرایه کن از  میدان نقش جهان تا  پل خواجو ,O O O O O O B-Departure I-Departure I-Departure O B-Destination I-Destination ,Catch_a_Cab
372,من برای ناهار میخوام  یک عدد  کباب کوبیده بخورم از  اکبرجوجه ,O O O O B-Number I-Number B-Food I-Food O O B-Restaurant ,Order_Food
373,من یه  ترانه شاد از  مایلی سایرس میخوام گوش بدم ,O O O O O B-Artist I-Artist O O O ,Play_Music
374, یه دونه  کباب برگ سفارش بده ,B-Number I-Number B-Food I-Food O O ,Order_Food
375,یه آهنگ  پرفروش از  گروه کویین پخش کن ,O O O O B-Artist I-Artist O O ,Play_Music
376, دوشنبه گذشته  پیش بینی هوا شناسی  چگونه بود ,B-Date I-Date O O O O O O ,Get_Weather
377, پریروز  پیش بینی هوا شناسی  چگونه بود ,B-Date O O O O O O ,Get_Weather
378,از  نزدیک ترین کافه  دو تا  پیتزای پپرونی سفارش بده ,O B-Restaurant I-Restaurant I-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
379, دوشنبه بعد  تگرگ می بارد ,B-Date I-Date O O O ,Get_Weather
380,آب و هوا  اصفهان  فردا  چی است ,O O O B-Location B-Date O O ,Get_Weather
381, پس فردا در  قاهره  پیش بینی آب و هوا  چگونه است ,B-Date I-Date O B-Location O O O O O O O ,Get_Weather
382, درجه هوا  جمعه بعد در  دمشق  چقدر است ,O O B-Date I-Date O B-Location O O ,Get_Weather
383,از  رستوران سیب  دو تا  جوجه کباب سفارش بده ,O B-Restaurant I-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
384,یک  تپسی خبر کن من رو ببره  دانشگاه علم و صنعت ,O O O O O O O B-Destination I-Destination I-Destination I-Destination ,Catch_a_Cab
385,من  سه تا  چیزبرگر از  اژدر زاپاتا میخوام ,O B-Number I-Number B-Food O B-Restaurant I-Restaurant O ,Order_Food
386,از  دانشگاه علم و صنعت تا  حرم امام رضا  هزینه اش  چند تومان است ,O B-Departure I-Departure I-Departure I-Departure O B-Destination I-Destination I-Destination O O O O O ,Catch_a_Cab
387, غمگین ترین  موسیقی  کامران و هومن را پخش کن ,O O O B-Artist I-Artist I-Artist O O O ,Play_Music
388,میتونی بگی  پیش بینی آب و هوا  یزد  شنبه بعد چطوره ,O O O O O O O B-Location B-Date I-Date O ,Get_Weather
389, جدیدترین  چیز  یاس را پخش کن ,O O B-Artist O O O ,Play_Music
390,من میخواهم به  یه دونه  ترانه از  جنیفر لوپز گوش کنم ,O O O O O O O B-Artist I-Artist O O ,Play_Music
391, یک عدد  فلافل از  رستوران ایتالیایی  چند ریال می شود ,B-Number I-Number B-Food O B-Restaurant I-Restaurant O O O O ,Order_Food
392,میتونی یه  چیز از  اد شرن پخش کنی ,O O O O B-Artist I-Artist O O ,Play_Music
393,یک  ماشین میخوام تا من رو ببره  کافه سکوی نه و سه چهارم ,O O O O O O O B-Destination I-Destination I-Destination I-Destination I-Destination I-Destination ,Catch_a_Cab
394,لطفا  یه دونه  ترانه از  هایده بذار ,O O O O O B-Artist O ,Play_Music
395,تاکسی از  بازار موبایل تا  حرم امام رضا  چند تومان است ,O O B-Departure I-Departure O B-Destination I-Destination I-Destination O O O ,Catch_a_Cab
396, چهارشنبه آینده  آفتابی است ,B-Date I-Date O O ,Get_Weather
397,یک  تپسی میخوام تا من رو ببره  سهروردی ,O O O O O O O B-Destination ,Catch_a_Cab
398,هزینه  سه تا  هات داگ از رستوران ارکید  چند ریال می شود ,O B-Number I-Number B-Food I-Food O B-Restaurant I-Restaurant O O O O ,Order_Food
399, قیمت   آژانس از  خونه تا  شاهچراغ  چند ریال است ,O O O B-Departure O B-Destination O O O ,Catch_a_Cab
400, دوشنبه گذشته  ژوهانسبورگ  پیش بینی آب و هوا  چه جوری بود ,B-Date I-Date B-Location O O O O O O O O ,Get_Weather
401, دمای  پنجشنبه آینده در  کرمان  چقدر است ,O B-Date I-Date O B-Location O O ,Get_Weather
402, محبوب ترین آهنگ  مهستی را پخش کن ,O O O B-Artist O O O ,Play_Music
403,یک  تپسی کرایه کن از  شاهچراغ تا  میدان نقش جهان ,O O O O O B-Departure O B-Destination I-Destination I-Destination ,Catch_a_Cab
404,از  موزه ملی تا بازار تهران  کرایه اش  چند تومن میشه ,O B-Departure I-Departure O B-Destination I-Destination O O O O O ,Catch_a_Cab
405,لطفا از  ساندویچ آیدا برای  میان وعده  دو تا  فلافل سفارش بده ,O O B-Restaurant I-Restaurant O O O B-Number I-Number B-Food O O ,Order_Food
406, یک  ترانه از  جنیفر لوپز پخش کن ,O O O B-Artist I-Artist O O ,Play_Music
407,لطفا یه  موسیقی از  جنیفر لوپز پخش کن ,O O O O B-Artist I-Artist O O ,Play_Music
408,تا  فرجام میخوام  تپسی بگیرم ,O B-Destination O O O ,Catch_a_Cab
409, اسنپ از  کافه سکوی نه و سه چهارم تا  خونه  چند است ,O O B-Departure I-Departure I-Departure I-Departure I-Departure I-Departure O B-Destination O O ,Catch_a_Cab
410, شادترین  ترانه  سال 2020 را پخش کن ,O O O O O O O ,Play_Music
411, برام  یه  تپسی بگیر تا  هتل داریوش ,O O O O O B-Destination I-Destination ,Catch_a_Cab
412,هزینه  تپسی از  پل حافظ تا  فلکه گاز  چند ریاله ,O O O B-Departure I-Departure O B-Destination I-Destination O O ,Catch_a_Cab
413,هزینه  یه دونه  فلافل از  رستوران ایتالیایی  چند ریال می شود ,O B-Number I-Number B-Food O B-Restaurant I-Restaurant O O O O ,Order_Food
414, شادترین آهنگ  احسان خواجه امیری را پخش کن ,O O B-Artist I-Artist I-Artist O O O ,Play_Music
415, دو تا  فلافل از  رستوران بیست  چند ریال می شود ,B-Number I-Number B-Food O B-Restaurant I-Restaurant O O O O ,Order_Food
416, یک عدد  اسنپ میخوام تا من رو ببره  رستوران روسی ,O O O O O O O O B-Destination I-Destination ,Catch_a_Cab
417, شنبه بعد  پیش بینی آب و هوا  چی است ,B-Date I-Date O O O O O O O ,Get_Weather
418,میتونی برای  شام  دو تا  چلوکباب سفارش بدی ,O O O B-Number I-Number B-Food O O ,Order_Food
419,دما  یکشنبه آینده در  میلان  چند درجه فارنهایت است ,O B-Date I-Date O B-Location O O O O ,Get_Weather
420,میشه از  اژدر زاپاتا برای  شام یه  سالاد سزار سفارش بدی ,O O B-Restaurant I-Restaurant O O B-Number B-Food I-Food O O ,Order_Food
421,از  نزدیک ترین کافه  یه دونه  پیتزای مخصوص سفارش بده ,O B-Restaurant I-Restaurant I-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
422, یکشنبه پیش  بغداد  پیش بینی وضع هوا چطور بود ,B-Date I-Date B-Location O O O O O O ,Get_Weather
423,میخوام برای ناهار  یک عدد  پیتزای سبزیجات از  رستوران بیست سفارش بدم ,O O O B-Number I-Number B-Food I-Food O B-Restaurant I-Restaurant O O ,Order_Food
424,میشه از  نزدیک ترین کافه برای  شام  سه تا  پیتزای سبزیجات سفارش بدی ,O O B-Restaurant I-Restaurant I-Restaurant O O B-Number I-Number B-Food I-Food O O ,Order_Food
425, قیمت  سه تا  کباب کوبیده از  اکبرجوجه  چند هزار تومان می شود ,O B-Number I-Number B-Food I-Food O B-Restaurant O O O O O ,Order_Food
426, یه عدد تاکسی میخوام که برم  موزه ملی ,O O O O O O B-Destination I-Destination ,Catch_a_Cab
427,میتونی برای ناهار  دو تا  پاستای آلفردو سفارش بدی ,O O O B-Number I-Number B-Food I-Food O O ,Order_Food
428,بهترین  چیز  سال 1399 را پخش کن ,O O O O O O O ,Play_Music
429, پنجشنبه آینده  درجه دما در  اهواز  چند درجه فارنهایت است ,B-Date I-Date O O O B-Location O O O O ,Get_Weather
430,لطفا آهنگی از  گروه آریان پخش کن ,O O O B-Artist I-Artist O O ,Play_Music
431, آژانس از  باشگاه تا  تجریش  چنده ,O O B-Departure O B-Destination O ,Catch_a_Cab
432,یه  چیز  پرانرژی پخش کن ,O O O O O ,Play_Music
433,میتونی  پرطرفدارترین آهنگ داریوش رو پخش کنی ,O O O B-Artist O O O ,Play_Music
434, یه  ماشین میخوام که برم  ایل گلی ,O O O O O B-Destination I-Destination ,Catch_a_Cab
435, درجه هوا دیروز در  تل آویو  چند درجه سلیسیوس بود ,O O B-Date O B-Location I-Location O O O O ,Get_Weather
436,میتونی برام  یه  ماشین بگیری تا  خانه ,O O O O O O B-Destination ,Catch_a_Cab
437, واسه من  یه  آژانس بگیر تا  محل کارم ,O O O O O O B-Destination I-Destination ,Catch_a_Cab
438,من برای ناهار میخوام  سه تا  پیتزای مخلوط بخورم از  اکبرجوجه ,O O O O B-Number I-Number B-Food I-Food O O B-Restaurant ,Order_Food
439,من  یک عدد پیتزا از  ساندویچ آیدا میخوام ,O B-Number I-Number B-Food O B-Restaurant I-Restaurant O ,Order_Food
440, یه  تپسی میخوام که برم  میدان امام خمینی ,O O O O O B-Destination I-Destination I-Destination ,Catch_a_Cab
441, سه شنبه بعد  پیش بینی وضع هوا چطور است ,B-Date I-Date I-Date O O O O O O ,Get_Weather
442,یک  تپسی کرایه کن از  فلکه گاز تا  ایل گلی ,O O O O O B-Departure I-Departure O B-Destination I-Destination ,Catch_a_Cab
443,میتونی برام  یه عدد  ماشین بگیری تا  میدان کرج ,O O O O O O O B-Destination I-Destination ,Catch_a_Cab
444,میشه برام  یک  چیز از  گروه کویین پخش کنی ,O O O O O B-Artist I-Artist O O ,Play_Music
445,از  کافه سکوی نه و سه چهارم تا  بازار موبایل  کرایه اش  چقدر است ,O B-Departure I-Departure I-Departure I-Departure I-Departure I-Departure O B-Destination I-Destination O O O O ,Catch_a_Cab
446, یه عدد  ماشین میخوام که برم  هتل اسپسناس ,O O O O O O B-Destination I-Destination ,Catch_a_Cab
447, قیمت   تپسی از  دانشگاه امیرکبیر تا  دانشگاه علم و صنعت  چنده ,O O O B-Departure I-Departure O B-Destination I-Destination I-Destination I-Destination O ,Catch_a_Cab
448, پرفروش ترین  ترانه  ریحانا رو پخش کن ,O O O B-Artist O O O ,Play_Music
449, پس فردا  طوفانیه ,B-Date I-Date O ,Get_Weather
450,میتونی یه  ترانه از داریوش پخش کنی ,O O O O B-Artist O O ,Play_Music
451, یه عدد  تپسی میخوام تا من رو ببره  دانشگاه تهران ,O O O O O O O O B-Destination I-Destination ,Catch_a_Cab
452, پس فردا  میلان  پیش بینی وضع هوا  چه جوریه ,B-Date I-Date B-Location O O O O O O ,Get_Weather
453, پیش بینی هوا شناسی  مسکو دیروز  چی بود ,O O O O B-Location B-Date O O ,Get_Weather
454, ماشین از  هتل تا  ونک  چند تومنه ,O O B-Departure O B-Destination O O ,Catch_a_Cab
455, پیش بینی آب و هوا برفی است ,O O O O O O O ,Get_Weather
456,لطفا از  ساندویچ آیدا برای ناهار  یک عدد  چیزبرگر سفارش بده ,O O B-Restaurant I-Restaurant O O B-Number I-Number B-Food O O ,Order_Food
457, پیش بینی وضع هوا  دوبی  شنبه بعد  چی است ,O O O O B-Location B-Date I-Date O O ,Get_Weather
458,لطفا  یه دونه  ماشین بگیر من رو ببره  رستوران روسی ,O O O O O O O O B-Destination I-Destination ,Catch_a_Cab
459, واسه من یک تاکسی بگیر تا  فرودگاه امام ,O O O O O O B-Destination I-Destination ,Catch_a_Cab
460,میشه از  رستوران بیست برای  شام یه پیتزا سفارش بدی ,O O B-Restaurant I-Restaurant O O B-Number B-Food O O ,Order_Food
461,لطفا از رستوران ارکید برای  شام  یه دونه  فلافل سفارش بده ,O O B-Restaurant I-Restaurant O O B-Number I-Number B-Food O O ,Order_Food
462,یه  هات داگ سفارش بده ,B-Number B-Food I-Food O O ,Order_Food
463, الان  بارونیه ,B-Date O ,Get_Weather
